Country Name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Dominican Republic	180000000	143000000	172000000	174000000	179000000	126000000	137000000	156000000	183000000	184000000	249000000	243000000	348000000	442000000	637000000	894000000	716000000	780000000	676000000	869000000	1217000000	1457000000	984000000	1083000000	1254000000	1228000000	1312000000	1498000000	1963000000	2241000000	2170000000	2449000000	2831000000	3211000000	3453000000	3780000000	4053000000	4614000000	4989000000	5137000000	5737000000	5276000000	5165000000	5471000000	5936000000	6145000000	6610000000	7160000000	6748000000	5483000000	6754000000	8492000000	9069000000	9651000000	9899000000	9442000000	9840000000	10121000000	10965000000
Algeria	394000000	367000000	192000000	759000000	727000000	637000000	621000000	723000000	830000000	934000000	1009000000	857000000	1304000000	1887000000	4687000000	4700000000	5259000000	5944000000	6326000000	9551000000	13871000000	14396000000	13170000000	12583000000	12795000000	12841000000	7832000000	8225000000	7810000000	9570000000	12880000000	12440000000	11510000000	10410000000	8892000000	10258000000	13250000000	13894000000	10209000000	12525000000	22031000000	19133000000	18799000000	23163000000	31304000000	46002000000	54613000000	60163000000	79298000000	45174000000	57053000000	73489000000	71866000000	64974000000	60061000000	34668000000	30026000000	35191000000	40883000000
Ecuador	146000000	126000000	144000000	120000000	144000000	164000000	155000000	190000000	226000000	193000000	190000000	199000000	326000000	532000000	1124000000	974000000	1258000000	1436000000	1558000000	2104000000	2481000000	2451000000	2327000000	2348000000	2620000000	2905000000	2172000000	1928000000	2192000000	2354000000	2714000000	2852000000	3007000000	2904000000	3820000000	4307000000	4900000000	5264000000	4203000000	4451000000	4927000000	4678000000	5042000000	6223000000	7753000000	10100000000	12728000000	14321000000	18818000000	13863000000	17490000000	22322000000	23765000000	24848000000	25724000000	18331000000	16798000000	19122000000	21606000000
Egypt, Arab Rep.	568000000	485000000	401000000	522000000	539000000	605000000	605000000	566000000	622000000	745000000	762000000	789000000	825000000	1121000000	1516000000	1402000000	1522000000	1708000000	1737000000	1840000000	3046000000	3233000000	3120000000	3215000000	3140000000	3714000000	2934000000	4351000000	5706000000	6764000000	2585000000	3659000000	3051000000	3105000000	3463000000	3435000000	3535000000	3921000000	3130000000	3559000000	5276000000	4825000000	5546000000	7408000000	9661000000	12912000000	16728000000	19224000000	26224000000	23062000000	26438000000	30528000000	29409000000	29018000000	26852000000	21349000000	25468000000	25604000000	27624000000
Eritrea																																	16000000	42000000	78000000	86000000	98000000	57000000	28000000	21000000	37000000	19000000	52000000	7000000	11000000	11000000	12000000	13000000	11000000	11000000	13000000	430000000	480000000	316000000	630000000	499000000	436000000	482000000	573000000
Spain	725000000	710000000	737000000	735000000	920000000	935000000	1254000000	1362000000	1589000000	1900000000	2388000000	2964000000	3817000000	5198000000	7091000000	7690000000	8730000000	10223000000	13114000000	18208000000	20720000000	20334000000	20498000000	19734000000	23508000000	24247000000	27206000000	34192000000	40341000000	44492000000	55642000000	60177000000	64334000000	64603000000	76696000000	97849000000	1.07243E+11	1.00756E+11	1.11973E+11	1.04433E+11	1.15251E+11	1.1666E+11	1.25687E+11	1.56147E+11	1.82623E+11	1.92644E+11	2.13717E+11	2.53297E+11	2.81493E+11	2.27338E+11	2.54418E+11	3.06551E+11	2.9525E+11	3.17833E+11	3.24533E+11	2.82274E+11	2.89981E+11	3.19531E+11	3.45166E+11
Estonia																																	444000000	805000000	1303000000	1840000000	2078000000	2936000000	3245000000	3017000000	3830000000	4015000000	4336000000	5622000000	5932000000	7716000000	9692000000	11010000000	12458000000	9048000000	11591000000	16709000000	16087000000	16320000000	16042000000	12829000000	13180000000	14541000000	17006000000
Ethiopia	78000000	76000000	80000000	90000000	105000000	116000000	111000000	101000000	106000000	119000000	122000000	126000000	167000000	239000000	269000000	240000000	280000000	333000000	306000000	418000000	425000000	380000000	399000000	403000000	417000000	333000000	455000000	355000000	429000000	465000000	298000000	189000000	169000000	199000000	372000000	422000000	417000000	587000000	561000000	467000000	486000000	455000000	480000000	496000000	678000000	903000000	1043000000	1277000000	1602000000	1618000000	2330000000	2875000000	3370000000	3112000000	3427000000	3050000000	2919000000	3163000000	2803000000
Finland	989000000	1054000000	1104000000	1149000000	1291000000	1427000000	1505000000	1513000000	1635000000	1987000000	2306000000	2367000000	2913000000	3837000000	5490000000	5502000000	6342000000	7665000000	8570000000	11172000000	14150000000	14005000000	13088000000	12518000000	13472000000	13617000000	16356000000	20037000000	21748000000	23298000000	26571000000	23080000000	23981000000	23495000000	29703000000	40490000000	41124000000	41471000000	43752000000	42243000000	46102000000	43237000000	45145000000	53171000000	61520000000	65498000000	77206000000	90025000000	96455000000	62854000000	69518000000	79142000000	73077000000	74437000000	74333000000	59817000000	57908000000	68073000000	76067000000
Fiji	46000000	40000000	48000000	63000000	73000000	62000000	57000000	63000000	68000000	72000000	87000000	87000000	95000000	122000000	190000000	203000000	172000000	224000000	251000000	314000000	470000000	400000000	377000000	306000000	332000000	307000000	336000000	380000000	431000000	494000000	497000000	450000000	443000000	450000000	572000000	619000000	748000000	622000000	512000000	609000000	585000000	537000000	515000000	668000000	693000000	701000000	694000000	755000000	922000000	630000000	841000000	1069000000	1221000000	1108000000	1373000000	895000000	926000000	956000000	1025000000
France	6866000000	7224000000	7411000000	8204000000	9106000000	10176000000	10982000000	11547000000	12903000000	15194000000	18099000000	20811000000	26449000000	36669000000	46259000000	53100000000	56874000000	65130000000	79371000000	1.00692E+11	1.1603E+11	1.06424E+11	96694000000	94943000000	97566000000	1.01674E+11	1.24948E+11	1.48382E+11	1.67787E+11	1.79397E+11	2.16588E+11	2.171E+11	2.35871E+11	2.21619E+11	2.50571E+11	3.01162E+11	3.05509E+11	3.02144E+11	3.20631E+11	3.25526E+11	3.27611E+11	3.23379E+11	3.31719E+11	3.92039E+11	4.52106E+11	4.63428E+11	4.95868E+11	5.59612E+11	6.1624E+11	4.84781E+11	5.23767E+11	5.96473E+11	5.68708E+11	5.80963E+11	5.80843E+11	5.06264E+11	5.01179E+11	5.35188E+11	5.81816E+11
Faroe Islands																					178000000	169000000	150000000	170000000	159000000	179000000	249000000	345000000	348000000	346000000	418000000	435000000	439000000	327000000	326000000	362000000	416000000	388000000	437000000	468000000	474000000	514000000	536000000	594000000	616000000	599000000	651000000	746230000	852091000	761744000	838963000	1007684000	951985000	1087447000	1134581834	1022985113	1191679732	1305756810
Micronesia, Fed. Sts.																													3000000	2000000	4000000	10000000	24000000	30000000	11000000	21000000	18000000	17000000	24000000	18000000	22000000	26000000	27000000	28000000	17000000	19000000	18000000	22000000	27000000	25000000	30000000	73000000	52000000	35000000	32000000	40000000	49000000	46000000	75000000
Gabon	47000000	55000000	59000000	73000000	95000000	105000000	101000000	120000000	125000000	142000000	144000000	179000000	228000000	331000000	768000000	943000000	1135000000	1343000000	1107000000	1848000000	2173000000	2201000000	2161000000	2000000000	2011000000	1951000000	1271000000	1286000000	1196000000	1598000000	2204000000	2243000000	2082000000	2295000000	2350000000	2713000000	3184000000	3024000000	1916000000	2394000000	2598000000	2524000000	2409000000	3062000000	3728000000	5065000000	5450000000	6309000000	9566000000	5356000000	8686000000	9766000000	9493000000	10039000000	9158000000	5590000000	4363000000	5678000000	7082000000
United Kingdom	10609000000	11074000000	11374000000	12258000000	12880000000	13810000000	14770000000	14493000000	15461000000	17645000000	19430000000	22098000000	23985000000	29637000000	38197000000	43423000000	45356000000	55860000000	67887000000	86397000000	1.10134E+11	1.02244E+11	96984000000	91619000000	93881000000	1.01252E+11	1.07093E+11	1.31257E+11	1.45165E+11	1.52345E+11	1.85172E+11	1.84964E+11	1.90003E+11	1.81381E+11	2.05079E+11	2.37953E+11	2.58527E+11	2.80406E+11	2.73949E+11	2.72167E+11	2.85425E+11	2.72715E+11	2.80195E+11	3.05627E+11	3.47493E+11	3.9086E+11	4.50907E+11	4.41831E+11	4.72168E+11	3.54893E+11	4.15959E+11	5.0657E+11	4.72792E+11	5.40616E+11	5.04632E+11	4.59633E+11	4.09044E+11	4.41106E+11	4.85711E+11
Georgia																																	68000000	69000000	155000000	151000000	199000000	240000000	191000000	238000000	323000000	318000000	346000000	461000000	647000000	865000000	936000000	1232000000	1495000000	1134000000	1677000000	2189000000	2376000000	2910000000	2861000000	2205000000	2113000000	2736000000	3354000000
Ghana	325000000	322000000	322000000	305000000	321000000	318000000	268000000	303000000	332000000	327000000	458000000	492000000	441000000	657000000	738000000	816000000	832000000	1014000000	1093000000	995000000	1258000000	1065000000	874000000	1158000000	528000000	617000000	863000000	977000000	1009000000	1018000000	897000000	617000000	1252000000	974000000	1425000000	1724000000	1669000000	1635000000	1795000000	1720000000	1671000000	1716000000	1850000000	2324000000	2450000000	2802000000	3727000000	4195000000	5270000000	5840000000	7960000000	12785000000	13552000000	13752000000	13217000000	10321000000	11138000000	13835000000	14642000000
Gibraltar
Guinea	51000000	58000000	48000000	55000000	43000000	54000000	58000000	51000000	53000000	57000000	56000000	50000000	60000000	60000000	112000000	161000000	237000000	314000000	343000000	372000000	401000000	430000000	459000000	488000000	517000000	492000000	530000000	544000000	511000000	595000000	671000000	687000000	517000000	561000000	516000000	702000000	709000000	685000000	693000000	636000000	666000000	731000000	709000000	609000000	744000000	853000000	1033000000	1203000000	1342000000	1050000000	1471000000	1433000000	1928000000	1886000000	2066000000	1781000000	2414000000	4594000000	4085000000
Gambia, The	8000000	9000000	10000000	9000000	9000000	14000000	16000000	18000000	13000000	16000000	17000000	13000000	19000000	25000000	43000000	44000000	35000000	47000000	39000000	58000000	31000000	27000000	44000000	48000000	49000000	43000000	35000000	40000000	58000000	27000000	31000000	38000000	57000000	67000000	35000000	16000000	21000000	15000000	21000000	12000000	16000000	9000000	17000000	5000000	18000000	7000000	11000000	13000000	14000000	66000000	68000000	95000000	119000000	106000000	104000000	90000000	94000000	106000000	153000000
Guinea-Bissau	4000000	9000000	8000000	7000000	6000000	4000000	3000000	4000000	4000000	4000000	4000000	2000000	3000000	4000000	4000000	7000000	6000000	13000000	12000000	13000000	11000000	14000000	12000000	9000000	17000000	12000000	10000000	17000000	16000000	14000000	19000000	20000000	6000000	28000000	33000000	24000000	28000000	48000000	27000000	51000000	62000000	63000000	54000000	65000000	76000000	89000000	74000000	107000000	128000000	122000000	127000000	242000000	131000000	153000000	166000000	252000000	292000000	329000000	348000000
Equatorial Guinea	34000000	23000000	25000000	28000000	33000000	27000000	30000000	36000000	36000000	38000000	25000000	28000000	19000000	19000000	34000000	26000000	10000000	14000000	17000000	29000000	14000000	11000000	12000000	13000000	15000000	17000000	24000000	39000000	49000000	41000000	62000000	37000000	50000000	57000000	62000000	127000000	232000000	497000000	439000000	709000000	1097000000	1735000000	2117000000	2801000000	4599000000	7064000000	8207000000	10210000000	15218000000	9100000000	10000000000	13500000000	15500000000	14700000000	12800000000	6500000000	4900000000	5200000000	6100000000
Greece	203000000	223000000	250000000	290000000	309000000	328000000	406000000	495000000	468000000	554000000	643000000	662000000	870000000	1456000000	2030000000	2294000000	2561000000	2756000000	3368000000	3885000000	5153000000	4246000000	4298000000	4413000000	4816000000	4539000000	5648000000	6533000000	5429000000	7545000000	8105000000	8666000000	9510000000	8442000000	9404000000	11054000000	11711000000	11326000000	10867000000	11070000000	11751000000	11507000000	10414000000	13382000000	15308000000	17278000000	20749000000	23578000000	26382000000	20469000000	27950000000	33819000000	35441000000	36251000000	36005000000	28708000000	28170000000	32643000000	39474000000
Grenada	4000000	3000000	4000000	5000000	4000000	6000000	6000000	5000000	5000000	8000000	6000000	5000000	5000000	7000000	10000000	12000000	13000000	14000000	17000000	21000000	17000000	19000000	19000000	19000000	18000000	23000000	31000000	32000000	33000000	28000000	27000000	23000000	20000000	20000000	23000000	22000000	20000000	23000000	35000000	36000000	48000000	43000000	38000000	42000000	32000000	28000000	25000000	33000000	31000000	29000000	25000000	31000000	35000000	37000000	37000000	33000000	30000000	30000000	32000000
Greenland	8000000	8000000	9000000	11000000	10000000	13000000	15000000	13000000	12000000	14000000	14000000	19000000	22000000	31000000	92000000	87000000	86000000	92000000	102000000	165000000	186000000	186000000	172000000	181000000	169000000	174000000	260000000	346000000	391000000	418000000	452000000	341000000	333000000	313000000	285000000	371000000	369000000	293000000	255000000	277000000	273000000	268000000	303000000	347000000	381000000	402000000	396000000	431000000	487000000	360000000	380000000	491000000	475000000	542000000	559000000	406000000	575000000	563000000	670000000
Guatemala	113000000	110000000	109000000	152000000	165000000	186000000	226000000	198000000	227000000	255000000	290000000	283000000	327000000	436000000	572000000	624000000	760000000	1160000000	1089000000	1241000000	1520000000	1226000000	1120000000	1159000000	1129000000	1057000000	1044000000	987000000	1022000000	1108000000	1163000000	1202000000	1295000000	1340000000	1550000000	1991000000	2056000000	2391000000	2563000000	2494000000	2711000000	2466000000	4162000000	4459000000	5036000000	5381000000	6025000000	6898000000	7737000000	7214000000	8463000000	10401000000	9979000000	10025000000	10803000000	10675000000	10463000000	11001000000	11019000000
Guam	8000000	8000000	6000000	7000000	7000000	8000000	7000000	8000000	9000000	1000000	6000000	10000000	16000000	20000000	20000000	28000000	25000000	31000000	34000000	25000000	61000000	77000000	60000000	39000000	92000000	13000000	22000000	32000000	45000000	63000000	82000000	73000000	77000000	106000000	85000000	85000000	73000000	89000000	86000000	76000000	74000000	61000000	50000000	43000000	53000000	52000000	53000000	91000000	105000000	51000000	46000000	43000000	46000000	45000000	41000000	32000000	33000000	33000000	34000000
Guyana	74000000	86000000	95000000	102000000	95000000	97000000	109000000	113000000	115000000	126000000	136000000	151000000	147000000	136000000	270000000	365000000	279000000	259000000	296000000	293000000	396000000	352000000	256000000	189000000	210000000	206000000	214000000	242000000	230000000	227000000	257000000	248000000	292000000	414000000	456000000	455000000	546000000	596000000	484000000	523000000	498000000	478000000	487000000	513000000	593000000	553000000	588000000	679000000	795000000	763000000	880000000	1129000000	1416000000	1375000000	1167000000	1151000000	1441000000	1436000000	1315000000
Hong Kong SAR, China	689000000	688000000	768000000	873000000	1012000000	1143000000	1324000000	1527000000	1744000000	2177000000	2515000000	2875000000	3436000000	5071000000	5968000000	6026000000	8484000000	9616000000	11453000000	15140000000	20323000000	21775000000	21343000000	22454000000	28337000000	30077000000	36081000000	48712000000	63493000000	73336000000	82390000000	98659000000	1.19586E+11	1.35385E+11	1.51465E+11	1.73871E+11	1.80914E+11	1.88195E+11	1.74864E+11	1.74403E+11	2.02683E+11	1.91066E+11	2.01928E+11	2.28708E+11	2.65543E+11	2.92119E+11	3.22669E+11	3.49386E+11	3.70242E+11	3.29422E+11	4.00692E+11	4.55573E+11	4.92907E+11	5.35546E+11	5.2413E+11	5.10596E+11	5.16734E+11	5.50272E+11	5.69241E+11
Honduras	63000000	73000000	81000000	83000000	95000000	127000000	143000000	155000000	181000000	168000000	179000000	189000000	205000000	259000000	289000000	295000000	400000000	513000000	608000000	734000000	830000000	761000000	660000000	672000000	725000000	780000000	854000000	791000000	842000000	859000000	934000000	949000000	1031000000	1173000000	1378000000	1769000000	2007000000	2440000000	2929000000	2777000000	3343000000	3423000000	3745000000	3754000000	4534000000	5048000000	5277000000	5784000000	6199000000	4827000000	6264000000	7977000000	8359000000	7833000000	8117000000	8226000000	7960000000	8675000000	9105000000
Croatia																																	4597000000	3913000000	4260000000	4517000000	4643000000	3981000000	4517000000	4303000000	4432000000	4666000000	4906000000	6187000000	8028000000	8795000000	10361000000	12340000000	14112000000	10403000000	11806000000	13338000000	12371000000	12659000000	13835000000	12925000000	13813000000	16069000000	17372000000
Haiti	33000000	32000000	43000000	41000000	40000000	37000000	36000000	34000000	36000000	37000000	40000000	47000000	44000000	53000000	72000000	80000000	124000000	149000000	155000000	185000000	226000000	152000000	178000000	166000000	179000000	168000000	184000000	214000000	179000000	144000000	160000000	166000000	73000000	80000000	82000000	110000000	90000000	212000000	320000000	334000000	318000000	274000000	280000000	347000000	391000000	470000000	509000000	522000000	480000000	576000000	579000000	767000000	815000000	885000000	950000000	882000000	1042000000	999000000	1078000000
Hungary	874000000	1029000000	1100000000	1206000000	1352000000	1510000000	1594000000	1702000000	1790000000	2084000000	2317000000	2500000000	3292000000	4433000000	5130000000	6091000000	4934000000	5832000000	6408000000	7930000000	8610000000	8730000000	8860000000	8770000000	8620000000	8470000000	9170000000	9580000000	10000000000	9670000000	10000000000	10185000000	10705000000	8905000000	10700000000	12865000000	15705000000	19100000000	23005000000	25032000000	28192000000	30436000000	34517000000	43094000000	55567000000	62936000000	75255000000	95400000000	1.08504E+11	83008000000	95483000000	1.12312E+11	1.0357E+11	1.07503E+11	1.10622E+11	98524000000	1.01919E+11	1.13806E+11	1.25864E+11
Indonesia	841000000	784000000	682000000	696000000	724000000	708000000	679000000	665000000	731000000	854000000	1108000000	1234000000	1777000000	3211000000	7426000000	7102000000	8547000000	10853000000	11643000000	15591000000	21909000000	22260000000	22293000000	21152000000	21902000000	18590000000	16075000000	17135000000	19465000000	22160000000	25675000000	29142000000	33967000000	36823000000	40055000000	45417000000	49814000000	56298000000	50370000000	51243000000	65403000000	57361000000	59166000000	64108000000	70767000000	86996000000	1.03527E+11	1.18013E+11	1.39606E+11	1.19646E+11	1.57779E+11	2.03497E+11	1.90032E+11	1.82552E+11	1.76293E+11	1.50366E+11	1.44743E+11	1.68775E+11	1.80215E+11
Isle of Man
India	1332000000	1386000000	1403000000	1626000000	1705000000	1687000000	1954000000	1613000000	1761000000	1835000000	2026000000	2036000000	2448000000	2917000000	3926000000	4355000000	5549000000	6378000000	6671000000	7806000000	8586000000	8295000000	9358000000	9148000000	9451000000	9140000000	9399000000	11298000000	13234000000	15872000000	17969000000	17727000000	19628000000	21572000000	25022000000	30630000000	33105000000	35008000000	33437000000	35667000000	42379000000	43361000000	49250000000	58963000000	76649000000	99616000000	1.21808E+11	1.50159E+11	1.94828E+11	1.64909E+11	2.26351E+11	3.02905E+11	2.96828E+11	3.14848E+11	3.22694E+11	2.67444E+11	2.64144E+11	2.99275E+11	3.25562E+11
Not classified
Ireland	427000000	505000000	488000000	549000000	549000000	618000000	684000000	790000000	798000000	891000000	1120000000	1312000000	1607000000	2131000000	2658000000	3192000000	3315000000	4404000000	5691000000	7143000000	8398000000	7678000000	8063000000	8592000000	9642000000	10358000000	12658000000	15999000000	18723000000	20667000000	23743000000	24224000000	28331000000	28992000000	33996000000	44705000000	48339000000	53348000000	64330000000	71239000000	77413000000	82835000000	88265000000	92755000000	1.04788E+11	1.09657E+11	1.08726E+11	1.21543E+11	1.25719E+11	1.15928E+11	1.16497E+11	1.2574E+11	1.16773E+11	1.16637E+11	1.21057E+11	1.23361E+11	1.30864E+11	1.37479E+11	1.64643E+11
Iran, Islamic Rep.	636000000	756000000	822000000	919000000	1252000000	1305000000	1310000000	1929000000	1881000000	2100000000	2403000000	3824000000	1799000000	2669000000	8402000000	7963000000	8935000000	9216000000	8560000000	8310000000	12338000000	11831000000	20452000000	21507000000	17087000000	14175000000	7171000000	11916000000	10709000000	13081000000	19305000000	18661000000	19868000000	18080000000	19434000000	18360000000	22391000000	18381000000	13118000000	21030000000	28739000000	25689000000	28237000000	33750000000	41697000000	56252000000	77012000000	88733000000	1.13668E+11	78830000000	1.01316E+11	1.32E+11	1.08341E+11	90765000000	95160000000	70275000000	72903000000	92764000000	1.079E+11
Iraq	654000000	662000000	692000000	781000000	840000000	882000000	934000000	822000000	1039000000	1045000000	1098000000	1556000000	1086000000	1942000000	6602000000	8298000000	9273000000	9650000000	11064000000	21572000000	26349000000	10530000000	10250000000	8161000000	9317000000	10409000000	7465000000	9705000000	9609000000	12284000000	10314000000	377000000	518000000	457000000	453000000	496000000	731000000	4602000000	5500000000	13067000000	20380000000	12872000000	12219000000	9711000000	17810000000	23697000000	29361000000	41268000000	61273000000	41929000000	52483000000	83226000000	94392000000	93066000000	88112000000	57577000000	47642000000	63314000000	89355000000
Iceland	73000000	76000000	84000000	94000000	111000000	129000000	140000000	97000000	80000000	108000000	147000000	150000000	189000000	290000000	331000000	306000000	401000000	512000000	641000000	782000000	918000000	894000000	685000000	740000000	739000000	815000000	1099000000	1375000000	1424000000	1385000000	1592000000	1549000000	1528000000	1399000000	1623000000	1802000000	1897000000	1851000000	1931000000	2004000000	1901000000	2019000000	2229000000	2381000000	2839000000	3091000000	3453000000	4783000000	5382000000	4057000000	4604000000	5347000000	5064000000	4998000000	5053000000	4741000000	4457000000	4882000000	5561000000
Israel	217000000	245000000	279000000	352000000	372000000	430000000	503000000	555000000	639000000	729000000	779000000	958000000	1147000000	1449000000	1825000000	1941000000	2415000000	3082000000	3921000000	4546000000	5538000000	5670000000	5255000000	5108000000	5807000000	6260000000	7154000000	8454000000	9752000000	11072000000	12080000000	11921000000	13119000000	14826000000	16884000000	19046000000	20610000000	22503000000	22993000000	25794000000	31404000000	29048000000	29347000000	31784000000	38618000000	42770000000	46789000000	54091000000	61337000000	47935000000	58413000000	67796000000	63141000000	66607000000	68507000000	63701000000	60401000000	61126000000	57393000000
Italy	3657000000	4184000000	4667000000	5056000000	5962000000	7198000000	8038000000	8706000000	10186000000	11728000000	13205000000	15105000000	18609000000	22226000000	30465000000	34988000000	37265000000	45305000000	56090000000	72233000000	78104000000	77070000000	73791000000	72877000000	74564000000	76717000000	97204000000	1.16711E+11	1.27859E+11	1.40556E+11	1.70304E+11	1.69465E+11	1.78155E+11	1.69229E+11	1.91362E+11	2.33766E+11	2.52293E+11	2.40414E+11	2.45801E+11	2.35564E+11	2.40518E+11	2.4449E+11	2.54427E+11	2.99333E+11	3.53782E+11	3.73135E+11	4.16875E+11	4.99882E+11	5.42748E+11	4.06909E+11	4.47301E+11	5.23258E+11	5.01306E+11	5.18268E+11	5.29797E+11	4.56989E+11	4.61737E+11	5.07418E+11	5.46643E+11
Jamaica	159000000	172000000	182000000	202000000	216000000	214000000	228000000	226000000	220000000	254000000	342000000	339000000	391000000	390000000	604000000	759000000	630000000	768000000	833000000	818000000	963000000	974000000	767000000	718000000	705000000	566000000	589000000	706000000	880000000	998000000	1158000000	1118000000	1047000000	1071000000	1212000000	1427000000	1383000000	1383000000	1312000000	1240000000	1295000000	1220000000	1114000000	1180000000	1402000000	1532000000	1948000000	2254000000	2439000000	1316000000	1328000000	1623000000	1712000000	1569000000	1452000000	1263000000	1202000000	1310000000	1710000000
Jordan	11000000	15000000	17000000	18000000	24000000	28000000	29000000	32000000	40000000	41000000	34000000	32000000	48000000	73000000	155000000	153000000	207000000	249000000	298000000	403000000	574000000	733000000	752000000	580000000	752000000	789000000	733000000	930000000	1019000000	1107000000	1064000000	1130000000	1215000000	1246000000	1424000000	1769000000	1816000000	1836000000	1802000000	1832000000	1899000000	2293000000	2770000000	3082000000	3883000000	4302000000	5204000000	5725000000	7938000000	6375000000	7028000000	8006000000	7887000000	7920000000	8385000000	7833000000	7549000000	7511000000	7773000000
Japan	4055000000	4236000000	4916000000	5452000000	6673000000	8451000000	9776000000	10442000000	12971000000	15990000000	19318000000	23995000000	29088000000	37017000000	55469000000	55819000000	67304000000	81083000000	98211000000	1.02299E+11	1.30441E+11	1.51495E+11	1.38385E+11	1.46965E+11	1.697E+11	1.77164E+11	2.10757E+11	2.31286E+11	2.64856E+11	2.73932E+11	2.87581E+11	3.14786E+11	3.39885E+11	3.62244E+11	3.97005E+11	4.43116E+11	4.10901E+11	4.20957E+11	3.87927E+11	4.1761E+11	4.79249E+11	4.03496E+11	4.16726E+11	4.71817E+11	5.65675E+11	5.94941E+11	6.46725E+11	7.14327E+11	7.81412E+11	5.80719E+11	7.69774E+11	8.23184E+11	7.98568E+11	7.15097E+11	6.90203E+11	6.24787E+11	6.449E+11	6.98131E+11	7.38403E+11
Kazakhstan																																	3245000000	3277000000	3231000000	5250000000	5911000000	6497000000	5334000000	5872000000	8812000000	8639000000	9670000000	12927000000	20093000000	27849000000	38250000000	47755000000	71172000000	43196000000	59971000000	84336000000	86449000000	84700000000	79460000000	45956000000	36737000000	48503000000	60956000000
Kenya	112000000	117000000	126000000	198000000	222000000	228000000	260000000	242000000	252000000	271000000	305000000	314000000	359000000	477000000	603000000	606000000	790000000	1186000000	1023000000	1090000000	1245000000	1139000000	1025000000	869000000	1074000000	958000000	1200000000	961000000	1067000000	951000000	1032000000	1108000000	1339000000	1374000000	1587000000	1879000000	2068000000	2054000000	2008000000	1747000000	1734000000	1944000000	2116000000	2411000000	2684000000	3420000000	3502000000	4081000000	5001000000	4463000000	5169000000	5756000000	6127000000	5856000000	6115000000	5906000000	5695000000	5747000000	6086000000
Kyrgyz Republic																																	317000000	340000000	340000000	409000000	505000000	604000000	514000000	463000000	511000000	476000000	486000000	582000000	719000000	672000000	891000000	1321000000	1856000000	1673000000	1756000000	1979000000	1894000000	2058000000	1897000000	1441000000	1573000000	1764000000	1765000000
Cambodia	70000000	63000000	54000000	89000000	88000000	105000000	67000000	83000000	89000000	64000000	39000000	11000000	7000000	15000000	19000000	5000000	4000000	15000000	15000000	15000000	16000000	10000000	12000000	15000000	18000000	20000000	21000000	22000000	32000000	44000000	86000000	213000000	265000000	284000000	490000000	855000000	644000000	736000000	800000000	1129000000	1389000000	1500000000	1923000000	2118000000	2798000000	3092000000	3692000000	4088000000	4708000000	4196000000	5143000000	6704000000	7838000000	6666000000	6846000000	8542000000	10069000000	12089000000	14350000000
Kiribati	2000000	1000000	1000000	1000000	3000000	4000000	5000000	7000000	8000000	8000000	8000000	10000000	8000000	17000000	34000000	36000000	22000000	20000000	25000000	25000000	3000000	4000000	2000000	3000000	11000000	4000000	2000000	2000000	5000000	5000000	3000000	6000000	5000000	3000000	5000000	7000000	5000000	6000000	6000000	9000000	4000000	5000000	3000000	3000000	2000000	4000000	6000000	10000000	8000000	6000000	4000000	9000000	6000000	7000000	10000000	10000000	11000000	14000000	11000000
St. Kitts and Nevis	6000000	10000000	5000000	8000000	10000000	9000000	9000000	9000000	7000000	9000000	4000000	4000000	6000000	7000000	11000000	21000000	17000000	14000000	16000000	16000000	24000000	22000000	17000000	17000000	19000000	18000000	24000000	27000000	26000000	25000000	28000000	27000000	26000000	27000000	22000000	19000000	22000000	41000000	28000000	28000000	33000000	31000000	39000000	41000000	40000000	34000000	40000000	34000000	51000000	38000000	32000000	45000000	46000000	56000000	57000000	55000000	51000000	50000000	53000000
Korea, Rep.	32000000	41000000	56000000	87000000	118000000	173000000	251000000	321000000	457000000	624000000	836000000	1067000000	1625000000	3221000000	4462000000	4945000000	7716000000	10048000000	12722000000	15057000000	17512000000	21268000000	21853000000	24446000000	29245000000	30282000000	34715000000	47281000000	60696000000	62377000000	65016000000	71870000000	76632000000	82236000000	96013000000	1.25058E+11	1.29715E+11	1.36164E+11	1.32313E+11	1.43685E+11	1.72268E+11	1.50439E+11	1.62471E+11	1.93817E+11	2.53845E+11	2.84419E+11	3.25465E+11	3.71489E+11	4.22007E+11	3.63534E+11	4.66384E+11	5.55214E+11	5.4787E+11	5.59632E+11	5.72664E+11	5.26757E+11	4.95426E+11	5.73694E+11	6.0486E+11
Kuwait	962000000	962000000	1077000000	1136000000	1251000000	1284000000	1342000000	1355000000	1439000000	1540000000	1693000000	2507000000	2989000000	3815000000	10963000000	9184000000	9846000000	9754000000	10427000000	18404000000	19663000000	16044000000	10864000000	11504000000	11623000000	10597000000	7383000000	8264000000	7661000000	11476000000	7042000000	1088000000	6571000000	10248000000	11260000000	12785000000	14889000000	14224000000	9554000000	12164000000	19436000000	16203000000	15369000000	20678000000	28599000000	44869000000	56016000000	62691000000	87457000000	54008000000	69978000000	1.02103E+11	1.18912E+11	1.15104E+11	1.02111E+11	54122000000	46273000000	54924000000	71566000000
